label,message,tokens
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","['know', 'god', 'created', 'gap', 'fingers', '..', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love', '..']"
ham,"Yo, any way we could pick something up tonight?","['yo', 'way', 'could', 'pick', 'something', 'tonight']"
ham,K..u also dont msg or reply to his msg..,"['k', '..', 'u', 'also', 'dont', 'msg', 'reply', 'msg', '..']"
ham,No that just means you have a fat head,"['means', 'fat', 'head']"
ham,Not directly behind... Abt 4 rows behind ü...,"['directly', 'behind', '...', 'abt', '4', 'rows', 'behind', 'ü', '...']"
ham,I ain't answerin no phone at what is actually a pretty reasonable hour but I'm sleepy,"['ai', ""n't"", 'answerin', 'phone', 'actually', 'pretty', 'reasonable', 'hour', ""'m"", 'sleepy']"
ham,Can ü all decide faster cos my sis going home liao..,"['ü', 'decide', 'faster', 'cos', 'sis', 'going', 'home', 'liao', '..']"
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO ,"['im', 'realy', 'soz', 'imat', 'mums', '2nite', '2moro']"
ham,"Wat time liao, where still got.","['wat', 'time', 'liao', 'still', 'got']"
ham,Oh oh... Den muz change plan liao... Go back have to yan jiu again...,"['oh', 'oh', '...', 'den', 'muz', 'change', 'plan', 'liao', '...', 'go', 'back', 'yan', 'jiu', '...']"
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,"['congratulations', 'ur', 'awarded', 'either', 'yrs', 'supply', 'cds', 'virgin', 'records', 'mystery', 'gift', 'guaranteed', 'call', '09061104283', 'ts', 'cs', 'www.smsco.net', '£1.50pm', 'approx', '3mins']"
ham,U WILL SWITCH YOUR FONE ON DAMMIT!!,"['u', 'switch', 'fone', 'dammit']"
ham,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present. ,"['thk', 'ü', 'got', 'ta', 'go', 'home', 'urself', 'cos', ""'ll"", 'b', 'going', 'shopping', '4', 'frens', 'present']"
ham,Hmmm.but you should give it on one day..,"['hmmm.but', 'give', 'one', 'day', '..']"
ham,CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.,"['cheers', 'u', 'tex', 'mecause', 'u', 'werebored', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'sat', 'sound\x92s', 'likeyour', 'havin', 'gr8fun', 'j', 'keep', 'updat', 'countinlots', 'loveme', 'xxxxx']"
ham,Ok i juz receive..,"['ok', 'juz', 'receive', '..']"
ham,Yupz... I've oredi booked slots 4 my weekends liao... ,"['yupz', '...', ""'ve"", 'oredi', 'booked', 'slots', '4', 'weekends', 'liao', '...']"
ham,Exactly. Anyways how far. Is jide her to study or just visiting,"['exactly', 'anyways', 'far', 'jide', 'study', 'visiting']"
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,"['ok', 'problem', 'get', 'taxi', 'c', 'ing', 'tomorrow', 'tuesday', 'tuesday', 'think', 'r', 'going', 'cinema']"
spam,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"['ree', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'c', ""'s"", 'apply', '08452810073', 'details', '18+']"
ham,Did either of you have any idea's? Do you know of anyplaces doing something?,"['either', 'idea', ""'s"", 'know', 'anyplaces', 'something']"
ham,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ","['camera', 'quite', 'good', '10.1mega', 'pixels', '3optical', '5digital', 'dooms', 'lovely', 'holiday', 'safe', 'hope', 'hav', 'good', 'journey', 'happy', 'new', 'year', 'see', 'couple', 'weeks']"
ham,S s..first time..dhoni rocks...,"['..', 'first', 'time', '..', 'dhoni', 'rocks', '...']"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,"[""n't"", 'forget', 'though', 'love', '....', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']"
ham,Networking job is there.,"['networking', 'job']"
ham,"Okey doke. I'm at home, but not dressed cos laying around ill! Speak to you later bout times and stuff. ","['okey', 'doke', ""'m"", 'home', 'dressed', 'cos', 'laying', 'around', 'ill', 'speak', 'later', 'bout', 'times', 'stuff']"
ham,"Yo, you around? Just got my car back","['yo', 'around', 'got', 'car', 'back']"
ham,Shopping lor. Them raining mah hard 2 leave orchard.,"['shopping', 'lor', 'raining', 'mah', 'hard', '2', 'leave', 'orchard']"
ham,Hi :)finally i completed the course:),"['hi', 'finally', 'completed', 'course']"
ham,K:)all the best:)congrats...,"['k', 'best', 'congrats', '...']"
ham,Ü wait 4 me in sch i finish ard 5..,"['ü', 'wait', '4', 'sch', 'finish', 'ard', '5', '..']"
ham,Do you know when the result.,"['know', 'result']"
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up","['tell', 'make', 'little', 'spreadsheet', 'track', 'whose', 'idea', 'smoke', 'determine', '``', 'smokes', 'much', ""''"", 'entire', 'month', 'february', ""'ll"", 'come']"
ham,Not getting anywhere with this damn job hunting over here!,"['getting', 'anywhere', 'damn', 'job', 'hunting']"
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,"[""n't"", 'run', 'away', 'frm', 'u', '...', 'walk', 'slowly', 'amp', 'kills', 'u', ""n't"", 'care', 'enough', 'stop', '...']"
ham,"Ya, i'm referin to mei's ex wat... No ah, waitin 4 u to treat, somebody shld b rich liao...So gd, den u dun have to work frm tmr onwards...","['ya', ""'m"", 'referin', 'mei', ""'s"", 'ex', 'wat', '...', 'ah', 'waitin', '4', 'u', 'treat', 'somebody', 'shld', 'b', 'rich', 'liao', '...', 'gd', 'den', 'u', 'dun', 'work', 'frm', 'tmr', 'onwards', '...']"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.,"['hi', '||', 'u', 'want', 'join', 'sts', 'later', '||', 'meeting', 'five', '||', 'call', 'u', 'class']"
ham,I'm home.,"[""'m"", 'home']"
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth","['turns', 'friends', 'staying', 'whole', 'show', 'wo', ""n't"", 'back', 'til', 'lt', 'gt', 'feel', 'free', 'go', 'ahead', 'smoke', 'lt', 'gt', 'worth']"
ham,JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,"['jade', 'paul', 'didn\x92t', 'u', 'txt', 'u', 'remember', 'barmed', 'want', '2', 'talk', '2', 'u', 'txt']"
ham,Still i have not checked it da. . .,"['still', 'checked', 'da']"
ham,Ard 530 like dat lor. We juz meet in mrt station then ü dun haf to come out.,"['ard', '530', 'like', 'dat', 'lor', 'juz', 'meet', 'mrt', 'station', 'ü', 'dun', 'haf', 'come']"
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,"['thank', 'u.', 'better', 'work', 'cause', 'feel', 'used', 'otherwise']"
ham,"There'll be a minor shindig at my place later tonight, you interested?","[""'ll"", 'minor', 'shindig', 'place', 'later', 'tonight', 'interested']"
ham,Be sure to check your yahoo email. We sent photos yesterday,"['sure', 'check', 'yahoo', 'email', 'sent', 'photos', 'yesterday']"
ham,That is wondarfull song,"['wondarfull', 'song']"
ham,You will be in the place of that man,"['place', 'man']"
ham,"Uh, heads up we don't have THAT much left","['uh', 'heads', ""n't"", 'much', 'left']"
ham,I not at home now lei...,"['home', 'lei', '...']"
ham,But really quite funny lor wat... Then u shd haf run shorter distance wat...,"['really', 'quite', 'funny', 'lor', 'wat', '...', 'u', 'shd', 'haf', 'run', 'shorter', 'distance', 'wat', '...']"
ham,"Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. &amp; One step back can ruin ur friendship.. good night:-) ...","['best', 'msg', ""'s"", 'hard', 'person', 'u', 'know', 'one', 'step', 'foward', 'make', 'u', 'fall', 'love', '..', 'amp', 'one', 'step', 'back', 'ruin', 'ur', 'friendship', '..', 'good', 'night', '...']"
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com","['hi', 'mobile', 'lt', 'gt', 'added', 'contact', 'list', 'www.fullonsms.com', 'great', 'place', 'send', 'free', 'sms', 'people', 'visit', 'fullonsms.com']"
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,"['went', 'pay', 'rent', 'go', 'bank', 'authorise', 'payment']"
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him,"['take', 'post', 'come', 'must', '1000s', 'texts', 'happy', 'reading', 'one', 'wiv', 'hello', 'caroline', 'end', 'favourite', 'bless']"
ham,She ran off with a younger man. we will make pretty babies together :),"['ran', 'younger', 'man', 'make', 'pretty', 'babies', 'together']"
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,"['cos', 'lar', ""'m"", 'ba', 'dao', 'ok', '...', '1', 'pm', 'lor', '...', 'u', 'never', 'ask', 'go', 'ah', '...', 'said', 'u', 'would', 'ask', 'fri', 'said', 'u', 'ask', 'today', '...']"
ham,what are your new years plans?,"['new', 'years', 'plans']"
ham,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,"['hey', 'ad', 'crap', 'nite', 'borin', 'without', 'ya', '2', 'boggy', 'u', 'boring', 'biatch', 'thanx', 'u', 'wait', 'til', 'nxt', 'time', 'il', 'ave', 'ya']"
ham,Ok,['ok']
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,"['use', 'soc', '...', 'use', 'home', '...', 'ü', 'dunno', '2', 'type', 'word', 'ar', '...']"
ham,Omg it could snow here tonite!,"['omg', 'could', 'snow', 'tonite']"
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,"['like', 'hotel', 'dusk', 'game', 'think', 'solve', 'puzzles', 'area', 'thing']"
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx","['forgot', 'working', 'today', 'wan', 'na', 'chat', 'things', 'ok', 'drop', 'text', ""'re"", 'free', 'bored', 'etc', ""'ll"", 'ring', 'hope', 'well', 'nose', 'essay', 'xx']"
ham,Your daily text from me – a favour this time,"['daily', 'text', '–', 'favour', 'time']"
ham,Or I guess  &lt;#&gt;  min,"['guess', 'lt', 'gt', 'min']"
ham,NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,"['enufcredeit', 'tocall.shall', 'ileave', 'uni', '6', '+get', 'bus', 'yor', 'house']"
spam,88800 and 89034 are premium phone services call 08718711108,"['88800', '89034', 'premium', 'phone', 'services', 'call', '08718711108']"
ham,Takin a shower now but yeah I'll leave when I'm done,"['takin', 'shower', 'yeah', ""'ll"", 'leave', ""'m"", 'done']"
ham,Do you always celebrate NY's with your family ?,"['always', 'celebrate', 'ny', ""'s"", 'family']"
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,"['get', 'free', 'mobile', 'video', 'player', 'free', 'movie', 'collect', 'text', 'go', '89105.', 'free', 'extra', 'films', 'ordered', ""'s"", 'c', ""'s"", 'apply', '18', 'yrs']"
ham,Stupid.its not possible,"['stupid.its', 'possible']"
ham,S now only i took tablets . Reaction morning only.,"['took', 'tablets', 'reaction', 'morning']"
ham,"Sure, I'll see if I can come by in a bit","['sure', ""'ll"", 'see', 'come', 'bit']"
spam,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,"['freemsg', 'fancy', 'flirt', 'reply', 'date', 'join', 'uks', 'fastest', 'growing', 'mobile', 'dating', 'service', 'msgs', 'rcvd', '25p', 'optout', 'txt', 'stop', '83021.', 'reply', 'date']"
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,"['wamma', 'get', 'laid', 'want', 'real', 'doggin', 'locations', 'sent', 'direct', 'mobile', 'join', 'uks', 'largest', 'dogging', 'network', 'txt', 'dogs', '69696', 'nyt', 'ec2a', '3lp', '£1.50/msg']"
ham,Sorry * was at the grocers.,"['sorry', 'grocers']"
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,"['love', 'start', 'attraction.i', 'feel', 'need', 'every', 'time', 'around', 'me.she', 'first', 'thing', 'comes', 'thoughts.i', 'would', 'start', 'day', 'end', 'her.she', 'every', 'time', 'dream.love', 'every', 'breath', 'name.my', 'life', 'happen', 'around', 'her.my', 'life', 'named', 'her.i', 'would', 'cry', 'her.will', 'give', 'happiness', 'take', 'sorrows.i', 'ready', 'fight', 'anyone', 'her.i', 'love', 'craziest', 'things', 'her.love', ""n't"", 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planet.i', 'always', 'singing', 'praises', 'her.love', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambar.life', 'beautiful', 'then.will', 'get', 'every', 'morning', 'thank', 'god', 'day', 'me.i', 'would', 'like', 'say', 'lot', '..', 'tell', 'later', '..']"
ham,I got to video tape pple type in message lor. U so free wan 2 help me? Hee... Cos i noe u wan 2 watch infernal affairs so ask u along. Asking shuhui oso.,"['got', 'video', 'tape', 'pple', 'type', 'message', 'lor', 'u', 'free', 'wan', '2', 'help', 'hee', '...', 'cos', 'noe', 'u', 'wan', '2', 'watch', 'infernal', 'affairs', 'ask', 'u', 'along', 'asking', 'shuhui', 'oso']"
ham,Dont put your phone on silent mode ok,"['dont', 'put', 'phone', 'silent', 'mode', 'ok']"
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr","['feb', 'lt', 'gt', '``', 'love', 'u', ""''"", 'day', 'send', 'dis', 'ur', '``', 'valued', 'frnds', ""''"", 'evn', '3', 'comes', 'back', 'u', ""'ll"", 'gt', 'married', 'person', 'u', 'luv', 'u', 'ignore', 'dis', 'u', 'lose', 'ur', 'luv', '4', 'evr']"
ham,"Fuck babe, I miss you sooooo much !! I wish you were here to sleep with me ... My bed is so lonely ... I go now, to sleep ... To dream of you, my love ...","['fuck', 'babe', 'miss', 'sooooo', 'much', 'wish', 'sleep', '...', 'bed', 'lonely', '...', 'go', 'sleep', '...', 'dream', 'love', '...']"
ham,"I keep seeing weird shit and bein all ""woah"" then realising it's actually reasonable and I'm all ""oh""","['keep', 'seeing', 'weird', 'shit', 'bein', '``', 'woah', ""''"", 'realising', ""'s"", 'actually', 'reasonable', ""'m"", '``', 'oh', ""''""]"
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,"['wnt', 'buy', 'bmw', 'car', 'urgently', '..', 'vry', 'urgent.but', 'hv', 'shortage', 'lt', 'gt', 'lacs.there', 'source', 'arng', 'dis', 'amt', 'lt', 'gt', 'lacs', '..', 'thats', 'prob']"
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","['urgent', 'ur', 'awarded', 'complimentary', 'trip', 'eurodisinc', 'trav', 'aco', 'entry41', '£1000', 'claim', 'txt', 'dis', '87121', '18+6', '£1.50', 'morefrmmob', 'shracomorsglsuplt', '10', 'ls1', '3aj']"
ham,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,"['dunno', 'juz', 'askin', 'cos', 'got', 'card', 'got', '20', '4', 'salon', 'called', 'hair', 'sense', 'tot', ""'s"", 'da', 'one', 'ü', 'cut', 'ur', 'hair']"
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,"['lol', 'nah', ""n't"", 'bad', 'thanks', 'good', 'b', 'home', 'quite', 'reality', 'check', 'hows', 'ur', 'day', 'u', 'anything', 'website']"
spam,88066 FROM 88066 LOST 3POUND HELP,"['88066', '88066', 'lost', '3pound', 'help']"
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),"['hai', 'dear', 'friends', '...', 'new', 'amp', 'present', 'number', '..', 'rajitha', 'raj', 'ranju']"
ham,Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!,"['baaaaaaaabe', 'wake', 'miss', 'crave', 'need']"
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,"['boo', 'babe', 'u', 'enjoyin', 'yourjob', 'u', 'seemed', '2', 'b', 'gettin', 'well', 'hunny', 'hope', 'ure', 'ok', 'take', 'care', 'i\x92llspeak', '2u', 'soonlots', 'loveme', 'xxxx']"
ham,"sir, you will receive the account no another 1hr time. Sorry for the delay.","['sir', 'receive', 'account', 'another', '1hr', 'time', 'sorry', 'delay']"
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?","['boy', 'sweet', 'words', 'left', 'morning', '...', 'sighs', '...', 'goes', 'day', 'love', 'start', 'studying']"
ham,Ok no prob...,"['ok', 'prob', '...']"
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016,"['tone', 'club', 'subs', 'expired', '2', 're-sub', 'reply', 'monoc', '4', 'monos', 'polyc', '4', 'polys', '1', 'weekly', '150p', 'per', 'week', 'txt', 'stop', '2', 'stop', 'msg', 'free', 'stream', '0871212025016']"
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing","['em', 'olowoyey', 'usc.edu', 'great', 'time', 'argentina', 'sad', 'secretary', 'everything', 'blessing']"
ham,I'm leaving my house now.,"[""'m"", 'leaving', 'house']"
ham,Er yep sure. Props?,"['er', 'yep', 'sure', 'props']"
ham,Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,"['future', 'planned', 'tomorrow', '.....', 'result', 'today', '...', 'best', 'present', '...', 'enjoy', 'future']"
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,"['thanx', 'u', 'darlin', 'im', 'cool', 'thanx', 'bday', 'drinks', '2', 'nite', '2morrow', 'take', 'care', 'c', 'u', 'soon.xxx']"
ham,Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,"['awww', 'dat', 'sweet', 'think', 'something', 'nice', 'time', 'tonight', 'ill', 'probably', 'txt', 'u', 'later', 'cos', 'im', 'lonely', 'xxx']"
ham,Have you had a good day? Mine was really busy are you up to much tomorrow night?,"['good', 'day', 'mine', 'really', 'busy', 'much', 'tomorrow', 'night']"
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,"['actually', 'sleeping', 'still', 'might', 'u', 'call', 'back', 'text', 'gr8', 'rock', 'sis', 'send', 'u', 'text', 'wen', 'wake']"
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well,"['wrong', 'phone', 'phone', 'answer', 'one', 'assume', 'people', ""n't"", 'well']"
ham,Indeed and by the way it was either or - not both !,"['indeed', 'way', 'either']"
ham,Only once then after ill obey all yours.,"['ill', 'obey']"
ham,Then we wait 4 u lor... No need 2 feel bad lar...,"['wait', '4', 'u', 'lor', '...', 'need', '2', 'feel', 'bad', 'lar', '...']"
spam,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,"['rgent', '2nd', 'attempt', 'contact', 'u', 'u', '£1250', 'call', '09071512433', 'b4', '050703', 'csbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvary', 'max£7', '50']"
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,"['guaranteed', '£1000', 'cash', '£2000', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', '08714712379', '10am-7pm', 'cost', '10p']"
ham,Hey you can pay. With salary de. Only  &lt;#&gt; .,"['hey', 'pay', 'salary', 'de', 'lt', 'gt']"
ham,Long beach lor. Expected... U having dinner now?,"['long', 'beach', 'lor', 'expected', '...', 'u', 'dinner']"
ham,"K so am I, how much for an 8th? Fifty?","['k', 'much', '8th', 'fifty']"
ham,Depends on where u going lor.,"['depends', 'u', 'going', 'lor']"
ham,Ok i am on the way to home hi hi,"['ok', 'way', 'home', 'hi', 'hi']"
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,"['heard', 'u4', 'call', 'night', 'knickers', 'make', 'beg', 'like', 'u', 'last', 'time', '01223585236', 'xx', 'luv', 'nikiyu4.net']"
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,"['alrite', 'sam', 'nic', 'checkin', 'ur', 'number-so', 't.b']"
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p","['dating', 'service', 'asked', '2', 'contact', 'u', 'someone', 'shy', 'call', '09058091870', 'revealed', 'pobox84', 'm26', '3uz', '150p']"
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc,"['greatest', 'test', 'courage', 'earth', 'bear', 'defeat', 'without', 'losing', 'heart', '....', 'gn', 'tc']"
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,"['meant', 'apology', 'texting', 'get', 'drugs', 'lt', 'gt', 'night']"
ham,Siva is in hostel aha:-.,"['siva', 'hostel', 'aha']"
ham,Lol no. Just trying to make your day a little more interesting,"['lol', 'trying', 'make', 'day', 'little', 'interesting']"
spam,Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,"['free', 'entry', '2', 'weekly', 'comp', 'chance', 'win', 'ipod', 'txt', 'pod', '80182', 'get', 'entry', 'std', 'txt', 'rate', 'c', ""'s"", 'apply', '08452810073', 'details', '18+']"
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,"['hey', 'next', 'sun', '1030', ""'s"", 'basic', 'yoga', 'course', '...', 'bugis', '...', 'go', '...', 'pilates', 'intro', 'next', 'sat', '....', 'tell', 'time', 'r', 'free']"
ham,Should I have picked up a receipt or something earlier,"['picked', 'receipt', 'something', 'earlier']"
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,"['hey', 'mate', 'hows', 'u', 'honey', 'u', 'ave', 'good', 'holiday', 'gimmi', 'de', 'goss', 'x']"
ham,Tmrw. Im finishing 9 doors,"['tmrw', 'im', 'finishing', '9', 'doors']"
ham,May b approve panalam...but it should have more posts..,"['may', 'b', 'approve', 'panalam', '...', 'posts', '..']"
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,"['tried', 'contact', 'offer', 'new', 'video', 'phone', '750', 'anytime', 'network', 'mins', 'half', 'price', 'rental', 'camcorder', 'call', '08000930705', 'reply', 'delivery', 'wed']"
ham,Dear i have reache room,"['dear', 'reache', 'room']"
ham,"K, text me when you're on the way","['k', 'text', ""'re"", 'way']"
ham,Auntie huai juan never pick up her phone,"['auntie', 'huai', 'juan', 'never', 'pick', 'phone']"
ham,Y bishan lei... I tot ü say lavender? ,"['bishan', 'lei', '...', 'tot', 'ü', 'say', 'lavender']"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,"['december', 'mobile', '11mths+', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986906']"
ham,I cant pick the phone right now. Pls send a message,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,"['hi', 'spoke', 'maneesha', 'v.', ""'d"", 'like', 'know', 'satisfied', 'experience', 'reply', 'toll', 'free', 'yes']"
ham,LOL ... No just was busy,"['lol', '...', 'busy']"
ham,"Just checked out, heading out to drop off my stuff now","['checked', 'heading', 'drop', 'stuff']"
ham,Wat r u doing now?,"['wat', 'r', 'u']"
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!","['know', 'god', 'created', 'gap', 'fingers', '..', 'one', 'made', 'comes', 'amp', 'fills', 'gaps', 'holding', 'hand', 'love', '..']"
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k","['hot', 'live', 'fantasies', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', '..', 'k']"
ham,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,"['ok', 'give', '5', 'minutes', 'think', 'see', 'btw', ""'re"", 'alibi', 'cutting', 'hair', 'whole', 'time']"
ham,Early bird! Any purchases yet?,"['early', 'bird', 'purchases', 'yet']"
ham,Ya it came a while ago,"['ya', 'came', 'ago']"
ham,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,"['hey', 'booked', 'kb', 'sat', 'already', '...', 'lessons', 'going', 'ah', 'keep', 'sat', 'night', 'free', 'need', 'meet', 'confirm', 'lodging']"
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,"['hi', '07734396839', 'ibh', 'customer', 'loyalty', 'offer', 'new', 'nokia6600', 'mobile', '£10', 'txtauction', 'txt', 'word', 'start', 'no:81151', 'get', '4t']"
ham,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,"['thinking', 'going', 'reg', 'pract', 'lessons', '..', 'flung', 'advance', '..', 'haha', 'wat', 'time', 'u', 'going']"
ham,What Today-sunday..sunday is holiday..so no work..,"['today-sunday', '..', 'sunday', 'holiday', '..', 'work', '..']"
